file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
myco.06.09.a.R2.fq.gz	FASTQ	DNA	24238	5567735	77	229.7	230
myco.06.09.a.R1.fq.gz	FASTQ	DNA	24238	6687702	30	275.9	278
myco.06.09.b.R2.fq.gz	FASTQ	DNA	15537	3572419	78	229.9	230
myco.06.09.b.R1.fq.gz	FASTQ	DNA	15537	4152691	44	267.3	278
myco.06.09.c.R2.fq.gz	FASTQ	DNA	14418	3313197	77	229.8	230
myco.06.09.c.R1.fq.gz	FASTQ	DNA	14418	3976786	56	275.8	278
myco.06.09.d.R1.fq.gz	FASTQ	DNA	12654	3485562	29	275.5	278
myco.06.09.d.R2.fq.gz	FASTQ	DNA	12654	2903291	79	229.4	230
myco.06.09.e.R1.fq.gz	FASTQ	DNA	24837	6867388	55	276.5	278
myco.06.09.e.R2.fq.gz	FASTQ	DNA	24837	5711706	77	230.0	230
myco.06.09.f.R1.fq.gz	FASTQ	DNA	26114	7215552	32	276.3	278
myco.06.09.h.R1.fq.gz	FASTQ	DNA	2	550	275	275.0	275
myco.06.09.h.R2.fq.gz	FASTQ	DNA	2	460	230	230.0	230
myco.06.09.f.R2.fq.gz	FASTQ	DNA	26114	6003496	78	229.9	230
myco.07.01.a.R1.fq.gz	FASTQ	DNA	7719	2134661	55	276.5	278
myco.07.01.a.R2.fq.gz	FASTQ	DNA	7719	1775219	79	230.0	230
myco.06.09.g.R1.fq.gz	FASTQ	DNA	30375	8355137	28	275.1	278
myco.06.09.g.R2.fq.gz	FASTQ	DNA	30375	6962836	77	229.2	230
myco.07.01.b.R1.fq.gz	FASTQ	DNA	34059	9411648	128	276.3	278
myco.07.01.c.R1.fq.gz	FASTQ	DNA	22441	6203390	57	276.4	278
myco.07.01.b.R2.fq.gz	FASTQ	DNA	34059	7829055	76	229.9	230
myco.07.01.c.R2.fq.gz	FASTQ	DNA	22441	5160695	77	230.0	230
myco.07.01.d.R1.fq.gz	FASTQ	DNA	23461	6478401	32	276.1	278
myco.07.01.d.R2.fq.gz	FASTQ	DNA	23461	5392012	76	229.8	230
myco.07.01.e.R1.fq.gz	FASTQ	DNA	24562	6782318	55	276.1	278
myco.07.01.e.R2.fq.gz	FASTQ	DNA	24562	5648638	77	230.0	230
myco.07.01.g.R1.fq.gz	FASTQ	DNA	18723	5167009	32	276.0	278
myco.07.01.h.R1.fq.gz	FASTQ	DNA	536	148252	275	276.6	278
myco.07.01.f.R1.fq.gz	FASTQ	DNA	29352	8083099	42	275.4	278
myco.07.01.h.R2.fq.gz	FASTQ	DNA	536	123280	230	230.0	230
myco.07.01.f.R2.fq.gz	FASTQ	DNA	29352	6734307	76	229.4	230
myco.07.01.g.R2.fq.gz	FASTQ	DNA	18723	4302319	77	229.8	230
myco.07.02.a.R2.fq.gz	FASTQ	DNA	24755	5643977	78	228.0	230
myco.07.02.a.R1.fq.gz	FASTQ	DNA	24755	6748405	55	272.6	278
myco.07.02.b.R1.fq.gz	FASTQ	DNA	22172	6120038	41	276.0	278
myco.07.02.b.R2.fq.gz	FASTQ	DNA	22172	5097182	77	229.9	230
myco.07.02.d.R1.fq.gz	FASTQ	DNA	30954	8508009	41	274.9	278
myco.07.02.d.R2.fq.gz	FASTQ	DNA	30954	7091378	77	229.1	230
myco.07.02.c.R1.fq.gz	FASTQ	DNA	46026	12726665	42	276.5	278
myco.07.02.c.R2.fq.gz	FASTQ	DNA	46026	10584517	77	230.0	230
myco.07.02.e.R1.fq.gz	FASTQ	DNA	18077	4993113	57	276.2	278
myco.07.02.f.R1.fq.gz	FASTQ	DNA	17740	4903800	28	276.4	278
myco.07.02.e.R2.fq.gz	FASTQ	DNA	18077	4154992	76	229.8	230
myco.07.02.f.R2.fq.gz	FASTQ	DNA	17740	4079402	77	230.0	230
myco.07.02.g.R1.fq.gz	FASTQ	DNA	13874	3831625	54	276.2	278
myco.07.02.g.R2.fq.gz	FASTQ	DNA	13874	3189786	78	229.9	230
myco.07.03.a.R1.fq.gz	FASTQ	DNA	13597	3433101	57	252.5	278
myco.07.02.h.R1.fq.gz	FASTQ	DNA	20589	5684460	30	276.1	278
myco.07.03.a.R2.fq.gz	FASTQ	DNA	13597	2931097	78	215.6	230
myco.07.02.h.R2.fq.gz	FASTQ	DNA	20589	4734592	77	230.0	230
myco.07.03.b.R1.fq.gz	FASTQ	DNA	21460	5930315	54	276.3	278
myco.07.03.b.R2.fq.gz	FASTQ	DNA	21460	4924249	78	229.5	230
myco.07.03.c.R1.fq.gz	FASTQ	DNA	26838	7405529	56	275.9	278
myco.07.03.c.R2.fq.gz	FASTQ	DNA	26838	6164442	77	229.7	230
myco.07.03.d.R1.fq.gz	FASTQ	DNA	25802	7124657	43	276.1	278
myco.07.03.d.R2.fq.gz	FASTQ	DNA	25802	5931185	77	229.9	230
myco.07.03.e.R1.fq.gz	FASTQ	DNA	17199	4754909	32	276.5	278
myco.07.03.e.R2.fq.gz	FASTQ	DNA	17199	3954790	76	229.9	230
myco.07.03.g.R1.fq.gz	FASTQ	DNA	10705	2952485	57	275.8	278
myco.07.03.f.R1.fq.gz	FASTQ	DNA	21901	6052224	44	276.3	278
myco.07.03.g.R2.fq.gz	FASTQ	DNA	10705	2457954	77	229.6	230
myco.07.03.f.R2.fq.gz	FASTQ	DNA	21901	5035234	77	229.9	230
myco.07.03.h.R1.fq.gz	FASTQ	DNA	10465	2885042	28	275.7	278
myco.07.03.h.R2.fq.gz	FASTQ	DNA	10465	2403010	77	229.6	230
myco.07.04.a.R1.fq.gz	FASTQ	DNA	20488	5650074	29	275.8	278
myco.07.04.a.R2.fq.gz	FASTQ	DNA	20488	4704419	76	229.6	230
myco.07.04.b.R1.fq.gz	FASTQ	DNA	21247	5872207	160	276.4	278
myco.07.04.b.R2.fq.gz	FASTQ	DNA	21247	4883329	160	229.8	230
myco.07.04.c.R1.fq.gz	FASTQ	DNA	26776	7402870	55	276.5	278
myco.07.04.d.R1.fq.gz	FASTQ	DNA	25663	7084879	54	276.1	278
myco.07.04.c.R2.fq.gz	FASTQ	DNA	26776	6157734	79	230.0	230
myco.07.04.f.R1.fq.gz	FASTQ	DNA	7657	2116442	169	276.4	278
myco.07.04.d.R2.fq.gz	FASTQ	DNA	25663	5896440	77	229.8	230
myco.07.04.e.R1.fq.gz	FASTQ	DNA	16700	4610892	57	276.1	278
myco.07.04.f.R2.fq.gz	FASTQ	DNA	7657	1760899	178	230.0	230
myco.07.04.e.R2.fq.gz	FASTQ	DNA	16700	3838085	77	229.8	230
myco.07.04.g.R1.fq.gz	FASTQ	DNA	10026	2770301	57	276.3	278
myco.07.04.h.R1.fq.gz	FASTQ	DNA	6657	1837148	55	276.0	278
myco.07.04.g.R2.fq.gz	FASTQ	DNA	10026	2305060	79	229.9	230
myco.07.05.b.R1.fq.gz	FASTQ	DNA	4	1106	275	276.5	278
myco.07.05.b.R2.fq.gz	FASTQ	DNA	4	920	230	230.0	230
myco.07.04.h.R2.fq.gz	FASTQ	DNA	6657	1529727	80	229.8	230
myco.07.05.a.R1.fq.gz	FASTQ	DNA	15927	4400209	162	276.3	278
myco.07.05.d.R1.fq.gz	FASTQ	DNA	1149	205661	45	179.0	278
myco.07.05.a.R2.fq.gz	FASTQ	DNA	15927	3660803	78	229.8	230
myco.07.05.d.R2.fq.gz	FASTQ	DNA	1149	205014	45	178.4	230
myco.07.05.c.R2.fq.gz	FASTQ	DNA	21382	4914972	76	229.9	230
myco.07.05.c.R1.fq.gz	FASTQ	DNA	21382	5905528	32	276.2	278
myco.07.05.e.R1.fq.gz	FASTQ	DNA	15115	4177332	162	276.4	278
myco.07.05.e.R2.fq.gz	FASTQ	DNA	15115	3475173	162	229.9	230
myco.07.05.f.R1.fq.gz	FASTQ	DNA	12958	3573846	56	275.8	278
myco.07.05.f.R2.fq.gz	FASTQ	DNA	12958	2975794	79	229.6	230
myco.07.05.g.R1.fq.gz	FASTQ	DNA	11636	3212318	29	276.1	278
myco.07.05.h.R1.fq.gz	FASTQ	DNA	8110	2242258	128	276.5	278
myco.07.05.g.R2.fq.gz	FASTQ	DNA	11636	2673800	77	229.8	230
myco.07.05.h.R2.fq.gz	FASTQ	DNA	8110	1864990	160	230.0	230
myco.07.06.a.R1.fq.gz	FASTQ	DNA	9176	2534440	130	276.2	278
myco.07.06.a.R2.fq.gz	FASTQ	DNA	9176	2109548	77	229.9	230
myco.07.06.b.R1.fq.gz	FASTQ	DNA	20929	5132564	54	245.2	278
myco.07.06.b.R2.fq.gz	FASTQ	DNA	20929	4531685	78	216.5	230
myco.07.06.c.R1.fq.gz	FASTQ	DNA	18450	5089068	54	275.8	278
myco.07.06.c.R2.fq.gz	FASTQ	DNA	18450	4236513	77	229.6	230
myco.07.06.d.R1.fq.gz	FASTQ	DNA	17121	4722727	54	275.8	278
myco.07.06.e.R1.fq.gz	FASTQ	DNA	10997	3035054	32	276.0	278
myco.07.06.d.R2.fq.gz	FASTQ	DNA	17121	3932398	76	229.7	230
myco.07.06.e.R2.fq.gz	FASTQ	DNA	10997	2526516	77	229.7	230
myco.07.06.f.R1.fq.gz	FASTQ	DNA	13056	3604132	56	276.1	278
myco.07.06.g.R1.fq.gz	FASTQ	DNA	11665	3223568	129	276.3	278
myco.07.06.f.R2.fq.gz	FASTQ	DNA	13056	2999376	77	229.7	230
myco.07.06.g.R2.fq.gz	FASTQ	DNA	11665	2682294	78	229.9	230
myco.07.06.h.R1.fq.gz	FASTQ	DNA	13969	3858753	58	276.2	278
myco.07.06.h.R2.fq.gz	FASTQ	DNA	13969	3210829	80	229.9	230
myco.07.07.a.R1.fq.gz	FASTQ	DNA	15422	4261600	30	276.3	278
myco.07.07.a.R2.fq.gz	FASTQ	DNA	15422	3545321	77	229.9	230
myco.07.07.b.R1.fq.gz	FASTQ	DNA	21431	5919597	55	276.2	278
myco.07.07.b.R2.fq.gz	FASTQ	DNA	21431	4926047	78	229.9	230
myco.07.07.c.R2.fq.gz	FASTQ	DNA	24493	5630145	77	229.9	230
myco.07.07.c.R1.fq.gz	FASTQ	DNA	24493	6766194	31	276.3	278
myco.07.07.d.R2.fq.gz	FASTQ	DNA	19723	4169475	76	211.4	230
myco.07.07.d.R1.fq.gz	FASTQ	DNA	19723	4757118	30	241.2	278
myco.07.07.e.R1.fq.gz	FASTQ	DNA	18558	5123821	55	276.1	278
myco.07.07.f.R1.fq.gz	FASTQ	DNA	13727	3794234	42	276.4	278
myco.07.07.e.R2.fq.gz	FASTQ	DNA	18558	4263824	77	229.8	230
myco.07.07.f.R2.fq.gz	FASTQ	DNA	13727	3156416	77	229.9	230
myco.07.07.g.R1.fq.gz	FASTQ	DNA	12311	3396354	55	275.9	278
myco.07.07.h.R1.fq.gz	FASTQ	DNA	12195	3111233	55	255.1	278
myco.07.07.g.R2.fq.gz	FASTQ	DNA	12311	2828403	78	229.7	230
myco.07.07.h.R2.fq.gz	FASTQ	DNA	12195	2667214	80	218.7	230
myco.07.08.a.R2.fq.gz	FASTQ	DNA	12357	2839765	77	229.8	230
myco.07.08.a.R1.fq.gz	FASTQ	DNA	12357	3412220	55	276.1	278
myco.07.08.b.R1.fq.gz	FASTQ	DNA	13601	3758393	56	276.3	278
myco.07.08.b.R2.fq.gz	FASTQ	DNA	13601	3126509	76	229.9	230
myco.07.08.c.R1.fq.gz	FASTQ	DNA	11483	3007743	55	261.9	278
myco.07.08.c.R2.fq.gz	FASTQ	DNA	11483	2640016	78	229.9	230
myco.07.08.d.R1.fq.gz	FASTQ	DNA	19399	5360377	54	276.3	278
myco.07.08.d.R2.fq.gz	FASTQ	DNA	19399	4460031	77	229.9	230
myco.07.08.e.R2.fq.gz	FASTQ	DNA	20768	4774430	80	229.9	230
myco.07.08.e.R1.fq.gz	FASTQ	DNA	20768	5739052	60	276.3	278
myco.07.08.f.R1.fq.gz	FASTQ	DNA	17364	4797661	128	276.3	278
myco.07.08.f.R2.fq.gz	FASTQ	DNA	17364	3992930	77	230.0	230
myco.07.08.g.R1.fq.gz	FASTQ	DNA	17174	4742651	54	276.2	278
myco.07.08.g.R2.fq.gz	FASTQ	DNA	17174	3946361	77	229.8	230
myco.07.09.a.R2.fq.gz	FASTQ	DNA	8153	1854085	77	227.4	230
myco.07.09.a.R1.fq.gz	FASTQ	DNA	8153	2220820	54	272.4	278
myco.07.08.h.R1.fq.gz	FASTQ	DNA	14433	3990129	28	276.5	278
myco.07.08.h.R2.fq.gz	FASTQ	DNA	14433	3319337	167	230.0	230
myco.07.09.b.R1.fq.gz	FASTQ	DNA	9856	2723010	28	276.3	278
myco.07.09.b.R2.fq.gz	FASTQ	DNA	9856	2264894	28	229.8	230
myco.07.09.d.R2.fq.gz	FASTQ	DNA	4319	992388	79	229.8	230
myco.07.09.d.R1.fq.gz	FASTQ	DNA	4319	1192480	162	276.1	278
myco.07.09.c.R2.fq.gz	FASTQ	DNA	15487	3560943	77	229.9	230
myco.07.09.c.R1.fq.gz	FASTQ	DNA	15487	4280945	54	276.4	278
myco.07.09.e.R1.fq.gz	FASTQ	DNA	26104	7217423	42	276.5	278
myco.07.09.f.R1.fq.gz	FASTQ	DNA	25734	7111148	54	276.3	278
myco.07.09.e.R2.fq.gz	FASTQ	DNA	26104	6002847	78	230.0	230
myco.07.09.f.R2.fq.gz	FASTQ	DNA	25734	5915691	76	229.9	230
myco.07.09.g.R1.fq.gz	FASTQ	DNA	17318	4787657	32	276.5	278
myco.07.09.g.R2.fq.gz	FASTQ	DNA	17318	3981713	76	229.9	230
myco.07.09.h.R1.fq.gz	FASTQ	DNA	17228	4757277	30	276.1	278
myco.07.10.a.R1.fq.gz	FASTQ	DNA	3426	947032	140	276.4	278
myco.07.10.a.R2.fq.gz	FASTQ	DNA	3426	787672	76	229.9	230
myco.07.09.h.R2.fq.gz	FASTQ	DNA	17228	3960725	76	229.9	230
myco.07.10.b.R2.fq.gz	FASTQ	DNA	13362	3071473	78	229.9	230
myco.07.10.b.R1.fq.gz	FASTQ	DNA	13362	3691637	28	276.3	278
myco.07.10.c.R2.fq.gz	FASTQ	DNA	26369	6062980	77	229.9	230
myco.07.10.c.R1.fq.gz	FASTQ	DNA	26369	7283908	54	276.2	278
myco.07.10.e.R1.fq.gz	FASTQ	DNA	13087	3366614	29	257.2	278
myco.07.10.d.R2.fq.gz	FASTQ	DNA	22698	5218319	76	229.9	230
myco.07.10.d.R1.fq.gz	FASTQ	DNA	22698	6266729	29	276.1	278
myco.07.10.e.R2.fq.gz	FASTQ	DNA	13087	2852461	77	218.0	230
myco.07.10.f.R1.fq.gz	FASTQ	DNA	23506	6491316	28	276.2	278
myco.07.10.g.R1.fq.gz	FASTQ	DNA	18213	5027087	30	276.0	278
myco.07.10.f.R2.fq.gz	FASTQ	DNA	23506	5402005	77	229.8	230
myco.07.10.g.R2.fq.gz	FASTQ	DNA	18213	4184839	77	229.8	230
myco.07.10.h.R1.fq.gz	FASTQ	DNA	15172	4192887	30	276.4	278
myco.07.11.a.R1.fq.gz	FASTQ	DNA	12134	3351942	56	276.2	278
myco.07.11.a.R2.fq.gz	FASTQ	DNA	12134	2790441	76	230.0	230
myco.07.10.h.R2.fq.gz	FASTQ	DNA	15172	3488394	78	229.9	230
myco.07.11.b.R2.fq.gz	FASTQ	DNA	14605	3358585	80	230.0	230
myco.07.11.b.R1.fq.gz	FASTQ	DNA	14605	4037599	57	276.5	278
myco.07.11.c.R2.fq.gz	FASTQ	DNA	20497	4713826	77	230.0	230
myco.07.11.c.R1.fq.gz	FASTQ	DNA	20497	5667202	29	276.5	278
myco.07.11.d.R2.fq.gz	FASTQ	DNA	10894	2501035	79	229.6	230
myco.07.11.d.R1.fq.gz	FASTQ	DNA	10894	3003494	57	275.7	278
myco.07.11.e.R1.fq.gz	FASTQ	DNA	20365	5624102	28	276.2	278
myco.07.11.f.R1.fq.gz	FASTQ	DNA	18239	5037119	54	276.2	278
myco.07.11.e.R2.fq.gz	FASTQ	DNA	20365	4679724	77	229.8	230
myco.07.11.f.R2.fq.gz	FASTQ	DNA	18239	4191332	77	229.8	230
myco.07.11.g.R1.fq.gz	FASTQ	DNA	13955	3854486	56	276.2	278
myco.07.11.h.R1.fq.gz	FASTQ	DNA	9237	2553017	55	276.4	278
myco.07.11.h.R2.fq.gz	FASTQ	DNA	9237	2123911	78	229.9	230
myco.07.11.g.R2.fq.gz	FASTQ	DNA	13955	3207770	77	229.9	230
myco.07.12.a.R2.fq.gz	FASTQ	DNA	8672	1994382	78	230.0	230
myco.07.12.a.R1.fq.gz	FASTQ	DNA	8672	2397815	54	276.5	278
myco.07.12.b.R2.fq.gz	FASTQ	DNA	11760	2703993	77	229.9	230
myco.07.12.b.R1.fq.gz	FASTQ	DNA	11760	3250792	44	276.4	278
myco.07.12.d.R1.fq.gz	FASTQ	DNA	7469	2064843	231	276.5	278
myco.07.12.d.R2.fq.gz	FASTQ	DNA	7469	1717795	227	230.0	230
myco.07.12.c.R2.fq.gz	FASTQ	DNA	23469	5392299	76	229.8	230
myco.07.12.c.R1.fq.gz	FASTQ	DNA	23469	6478103	54	276.0	278
myco.07.12.e.R2.fq.gz	FASTQ	DNA	23504	5403958	77	229.9	230
myco.07.12.e.R1.fq.gz	FASTQ	DNA	23504	6494629	56	276.3	278
myco.07.12.f.R1.fq.gz	FASTQ	DNA	22131	6114781	54	276.3	278
myco.07.12.h.R1.fq.gz	FASTQ	DNA	1902	525866	271	276.5	278
myco.07.12.f.R2.fq.gz	FASTQ	DNA	22131	5086767	77	229.8	230
myco.07.12.h.R2.fq.gz	FASTQ	DNA	1902	437455	225	230.0	230
myco.08.01.a.R1.fq.gz	FASTQ	DNA	13504	3734621	54	276.6	278
myco.07.12.g.R1.fq.gz	FASTQ	DNA	23516	6480097	55	275.6	278
myco.08.01.a.R2.fq.gz	FASTQ	DNA	13504	3105767	77	230.0	230
myco.07.12.g.R2.fq.gz	FASTQ	DNA	23516	5398405	78	229.6	230
myco.08.01.c.R1.fq.gz	FASTQ	DNA	23961	6617531	29	276.2	278
myco.08.01.b.R1.fq.gz	FASTQ	DNA	23707	6544969	54	276.1	278
myco.08.01.b.R2.fq.gz	FASTQ	DNA	23707	5450317	77	229.9	230
myco.08.01.c.R2.fq.gz	FASTQ	DNA	23961	5506473	76	229.8	230
myco.08.01.e.R1.fq.gz	FASTQ	DNA	12799	3532224	56	276.0	278
myco.08.01.e.R2.fq.gz	FASTQ	DNA	12799	2940007	77	229.7	230
myco.08.01.d.R1.fq.gz	FASTQ	DNA	25067	6922379	28	276.2	278
myco.08.01.f.R1.fq.gz	FASTQ	DNA	12370	3417539	41	276.3	278
myco.08.01.d.R2.fq.gz	FASTQ	DNA	25067	5760679	77	229.8	230
myco.08.01.h.R1.fq.gz	FASTQ	DNA	1692	467613	57	276.4	278
myco.08.01.f.R2.fq.gz	FASTQ	DNA	12370	2843990	78	229.9	230
myco.08.01.g.R1.fq.gz	FASTQ	DNA	10142	2795570	29	275.6	278
myco.08.01.h.R2.fq.gz	FASTQ	DNA	1692	389006	79	229.9	230
myco.08.01.g.R2.fq.gz	FASTQ	DNA	10142	2330389	76	229.8	230
myco.08.02.b.R1.fq.gz	FASTQ	DNA	27566	7610752	30	276.1	278
myco.08.02.b.R2.fq.gz	FASTQ	DNA	27566	6335682	78	229.8	230
myco.08.02.a.R1.fq.gz	FASTQ	DNA	47757	13200084	54	276.4	278
myco.08.02.a.R2.fq.gz	FASTQ	DNA	47757	10981431	77	229.9	230
myco.08.02.c.R1.fq.gz	FASTQ	DNA	32238	8900239	55	276.1	278
myco.08.02.c.R2.fq.gz	FASTQ	DNA	32238	7407228	77	229.8	230
myco.08.02.e.R1.fq.gz	FASTQ	DNA	12589	3476734	5	276.2	278
myco.08.02.d.R1.fq.gz	FASTQ	DNA	37583	10389204	32	276.4	278
myco.08.02.e.R2.fq.gz	FASTQ	DNA	12589	2893838	5	229.9	230
myco.08.02.d.R2.fq.gz	FASTQ	DNA	37583	8627315	77	229.6	230
myco.08.02.f.R1.fq.gz	FASTQ	DNA	16921	4674170	56	276.2	278
myco.08.02.g.R1.fq.gz	FASTQ	DNA	14336	3957191	55	276.0	278
myco.08.02.h.R1.fq.gz	FASTQ	DNA	11549	3189442	156	276.2	278
myco.08.02.f.R2.fq.gz	FASTQ	DNA	16921	3889276	76	229.8	230
myco.08.02.g.R2.fq.gz	FASTQ	DNA	14336	3294719	76	229.8	230
myco.08.02.h.R2.fq.gz	FASTQ	DNA	11549	2654499	78	229.8	230
myco.08.03.a.R2.fq.gz	FASTQ	DNA	20612	4736918	78	229.8	230
myco.08.03.a.R1.fq.gz	FASTQ	DNA	20612	5693179	57	276.2	278
myco.08.03.b.R1.fq.gz	FASTQ	DNA	31104	8590564	29	276.2	278
myco.08.03.c.R1.fq.gz	FASTQ	DNA	23772	6571435	57	276.4	278
myco.08.03.b.R2.fq.gz	FASTQ	DNA	31104	7150138	74	229.9	230
myco.08.03.c.R2.fq.gz	FASTQ	DNA	23772	5466570	77	230.0	230
myco.08.03.e.R1.fq.gz	FASTQ	DNA	12424	3431672	55	276.2	278
myco.08.03.e.R2.fq.gz	FASTQ	DNA	12424	2855327	77	229.8	230
myco.08.03.d.R1.fq.gz	FASTQ	DNA	25445	7029207	30	276.3	278
myco.08.03.d.R2.fq.gz	FASTQ	DNA	25445	5848947	78	229.9	230
myco.08.03.g.R1.fq.gz	FASTQ	DNA	11246	3104691	54	276.1	278
myco.08.03.f.R1.fq.gz	FASTQ	DNA	19300	5326143	129	276.0	278
myco.08.03.g.R2.fq.gz	FASTQ	DNA	11246	2584019	76	229.8	230
myco.08.03.f.R2.fq.gz	FASTQ	DNA	19300	4433132	159	229.7	230
myco.08.03.h.R2.fq.gz	FASTQ	DNA	13069	3004415	148	229.9	230
myco.08.03.h.R1.fq.gz	FASTQ	DNA	13069	3611079	148	276.3	278
myco.08.04.a.R1.fq.gz	FASTQ	DNA	23319	6177328	32	264.9	278
myco.08.04.a.R2.fq.gz	FASTQ	DNA	23319	5194569	76	222.8	230
myco.08.04.b.R1.fq.gz	FASTQ	DNA	28192	7540932	54	267.5	278
myco.08.04.c.R1.fq.gz	FASTQ	DNA	23663	6539263	29	276.3	278
myco.08.04.b.R2.fq.gz	FASTQ	DNA	28192	6349030	77	225.2	230
myco.08.04.c.R2.fq.gz	FASTQ	DNA	23663	5439773	29	229.9	230
myco.08.04.e.R1.fq.gz	FASTQ	DNA	8654	2391760	28	276.4	278
myco.08.04.e.R2.fq.gz	FASTQ	DNA	8654	1989391	76	229.9	230
myco.08.04.f.R1.fq.gz	FASTQ	DNA	12632	3492974	56	276.5	278
myco.08.04.d.R1.fq.gz	FASTQ	DNA	28997	7962774	129	274.6	278
myco.08.04.d.R2.fq.gz	FASTQ	DNA	28997	6642087	76	229.1	230
myco.08.04.f.R2.fq.gz	FASTQ	DNA	12632	2904671	79	229.9	230
myco.08.04.h.R1.fq.gz	FASTQ	DNA	11467	3170710	130	276.5	278
myco.08.04.g.R1.fq.gz	FASTQ	DNA	18438	5092610	55	276.2	278
myco.08.04.h.R2.fq.gz	FASTQ	DNA	11467	2637192	80	230.0	230
myco.08.04.g.R2.fq.gz	FASTQ	DNA	18438	4239419	77	229.9	230
myco.08.05.a.R1.fq.gz	FASTQ	DNA	22129	6105249	29	275.9	278
myco.08.05.b.R1.fq.gz	FASTQ	DNA	21154	5845571	55	276.3	278
myco.08.05.a.R2.fq.gz	FASTQ	DNA	22129	5083338	77	229.7	230
myco.08.05.b.R2.fq.gz	FASTQ	DNA	21154	4862685	77	229.9	230
myco.08.05.c.R1.fq.gz	FASTQ	DNA	23665	6538694	55	276.3	278
myco.08.05.c.R2.fq.gz	FASTQ	DNA	23665	5441186	77	229.9	230
myco.08.05.d.R1.fq.gz	FASTQ	DNA	27563	7614159	23	276.2	278
myco.08.05.e.R1.fq.gz	FASTQ	DNA	17702	4785260	44	270.3	278
myco.08.05.d.R2.fq.gz	FASTQ	DNA	27563	6337010	23	229.9	230
myco.08.05.f.R1.fq.gz	FASTQ	DNA	15074	4161796	57	276.1	278
myco.08.05.e.R2.fq.gz	FASTQ	DNA	17702	4070382	76	229.9	230
myco.08.05.f.R2.fq.gz	FASTQ	DNA	15074	3463705	77	229.8	230
myco.08.05.g.R1.fq.gz	FASTQ	DNA	17870	4935659	57	276.2	278
myco.08.05.h.R1.fq.gz	FASTQ	DNA	13407	3703936	54	276.3	278
myco.08.05.g.R2.fq.gz	FASTQ	DNA	17870	4107066	77	229.8	230
myco.08.05.h.R2.fq.gz	FASTQ	DNA	13407	3082357	78	229.9	230
myco.08.06.a.R1.fq.gz	FASTQ	DNA	22402	6188425	30	276.2	278
myco.08.06.a.R2.fq.gz	FASTQ	DNA	22402	5149557	77	229.9	230
myco.08.06.b.R1.fq.gz	FASTQ	DNA	26606	7355062	54	276.4	278
myco.08.06.b.R2.fq.gz	FASTQ	DNA	26606	6117925	78	229.9	230
myco.08.06.c.R1.fq.gz	FASTQ	DNA	22112	6111292	56	276.4	278
myco.08.06.d.R1.fq.gz	FASTQ	DNA	9994	2763621	29	276.5	278
myco.08.06.e.R1.fq.gz	FASTQ	DNA	4301	1189311	55	276.5	278
myco.08.06.d.R2.fq.gz	FASTQ	DNA	9994	2298452	78	230.0	230
myco.08.06.e.R2.fq.gz	FASTQ	DNA	4301	988998	79	229.9	230
myco.08.06.c.R2.fq.gz	FASTQ	DNA	22112	5084138	76	229.9	230
myco.08.06.g.R1.fq.gz	FASTQ	DNA	10803	2983127	42	276.1	278
myco.08.06.f.R1.fq.gz	FASTQ	DNA	18032	4973923	55	275.8	278
myco.08.06.g.R2.fq.gz	FASTQ	DNA	10803	2482781	77	229.8	230
myco.08.06.f.R2.fq.gz	FASTQ	DNA	18032	4143781	77	229.8	230
myco.08.06.h.R1.fq.gz	FASTQ	DNA	16413	4292914	56	261.6	278
myco.08.06.h.R2.fq.gz	FASTQ	DNA	16413	3670385	79	223.6	230
myco.08.07.a.R1.fq.gz	FASTQ	DNA	44195	9949637	31	225.1	278
myco.08.07.a.R2.fq.gz	FASTQ	DNA	44195	8966055	76	202.9	230
myco.08.07.b.R1.fq.gz	FASTQ	DNA	28238	7800643	28	276.2	278
myco.08.07.b.R2.fq.gz	FASTQ	DNA	28238	6490452	78	229.8	230
myco.08.07.d.R1.fq.gz	FASTQ	DNA	10205	2818140	42	276.2	278
myco.08.07.d.R2.fq.gz	FASTQ	DNA	10205	2345096	64	229.8	230
myco.08.07.e.R1.fq.gz	FASTQ	DNA	9911	2736361	28	276.1	278
myco.08.07.c.R2.fq.gz	FASTQ	DNA	25555	5873427	77	229.8	230
myco.08.07.c.R1.fq.gz	FASTQ	DNA	25555	7048947	44	275.8	278
myco.08.07.e.R2.fq.gz	FASTQ	DNA	9911	2277606	76	229.8	230
myco.08.07.g.R1.fq.gz	FASTQ	DNA	10454	2886045	57	276.1	278
myco.08.07.g.R2.fq.gz	FASTQ	DNA	10454	2401636	76	229.7	230
myco.08.07.f.R1.fq.gz	FASTQ	DNA	25857	6860677	29	265.3	278
myco.08.07.f.R2.fq.gz	FASTQ	DNA	25857	5790409	77	223.9	230
myco.08.07.h.R1.fq.gz	FASTQ	DNA	14930	4122273	56	276.1	278
myco.08.07.h.R2.fq.gz	FASTQ	DNA	14930	3430474	76	229.8	230
myco.08.08.a.R1.fq.gz	FASTQ	DNA	16597	4581316	55	276.0	278
myco.08.08.a.R2.fq.gz	FASTQ	DNA	16597	3812036	77	229.7	230
myco.08.08.b.R1.fq.gz	FASTQ	DNA	18194	5027857	54	276.3	278
myco.08.08.b.R2.fq.gz	FASTQ	DNA	18194	4182850	77	229.9	230
myco.08.08.c.R1.fq.gz	FASTQ	DNA	15964	4410140	57	276.3	278
